13920,9570,5220,870,14790,17414,10440,6090,1740,15660,11310,6960,2610,16530,12180,7830,3480,13050,8700,4350,
10988,8501,4616,1260,11731,8736,8835,5302,1962,8440,6509,4467,2438,14381,7572,7230,3401,7263,8310,3863,
46302613,25703599,9046968,188626,52690707,68784415,33520175,10012537,751239,61434567,35733825,14631299,1644960,63304459,36035781,18118945,2802133,40918101,21614374,5138230,
29798537,15243553,4204145,150147,31583068,44944823,19137633,5458023,511308,35758443,21245212,7283142,971248,41419973,26692480,9728734,1834646,28693384,11506861,2596178,
2365532,1080025,631576,98391,2640444,1920614,1379756,707630,155182,2254934,1160695,1152284,351687,2061010,1932857,973585,575459,2089333,2800743,1228570,
34920991,15752704,5151583,152164,39884573,61225836,20830605,6604652,583601,46366514,23961506,9091632,1555763,57505662,27176598,11204890,2306202,31849954,13344271,3811088,
