4000,8000,2500,6500,1000,5000,9000,3500,7500,2000,6000,10000,500,4500,8500,3000,7000,1500,5500,9500,
2755,7085,1848,6038,824,3390,7386,2713,4995,1601,6526,9421,606,2999,8341,2243,6601,1193,5930,6336,
3727793,14749555,1199233,8453231,216803,5123295,17069320,2426771,10823071,840312,8164510,22327256,55349,5871172,15779543,1834509,10884374,528550,5857633,19426374,
3356933,10012387,881692,7359065,148068,3715530,12198990,1610066,7031280,634768,4508148,13163254,56342,2924932,9096262,1240505,6916878,401536,4296211,12948756,
400156,1294049,407632,869555,120428,393068,1612562,358406,1201309,346558,706758,1162393,56002,534930,1525726,865021,778358,187992,809650,1398059,
2964047,12617040,1417213,10039459,247267,5843490,15685386,1992919,13550763,951270,5775013,16822707,66082,3761529,13651464,1554991,10356770,589279,5852042,16351227,
