290,580,261,551,232,522,203,493,174,464,145,435,116,406,87,377,58,348,29,319,
1029944,1030728,1029872,1030656,1029800,1030584,1029728,1030512,1029656,1030440,1029584,1030368,1029528,1030296,1029472,1030160,1029416,1030088,1029176,1030016,
1038224,1039008,1038152,1038936,1038080,1038864,1038008,1038792,1037936,1038720,1037864,1038648,1037808,1038576,1037752,1038440,1037696,1038368,1037560,1038296,
1040288,1041072,1040216,1041000,1040144,1040928,1040072,1040856,1040000,1040784,1039928,1040712,1039872,1040640,1039816,1040504,1039760,1040432,1039624,1040360,
1041248,1042032,1041176,1041960,1041104,1041888,1041032,1041816,1040960,1041744,1040888,1041672,1040832,1041600,1040776,1041464,1040720,1041392,1040584,1041320,
1042208,1042992,1042136,1042920,1042064,1042848,1041992,1042776,1041920,1042704,1041848,1042632,1041792,1042560,1041736,1042424,1041680,1042352,1041544,1042280,
