13920,9570,5220,870,14790,17414,10440,6090,1740,15660,11310,6960,2610,16530,12180,7830,3480,13050,8700,4350,
1736960,1736536,1736176,1735632,1737032,1737248,1736608,1736248,1735888,1737104,1736680,1736320,1735960,1737176,1736816,1736392,1736032,1736888,1736464,1736104,
1745368,1744944,1744584,1744144,1745440,1745656,1745016,1744656,1744296,1745512,1745088,1744728,1744368,1745584,1745224,1744800,1744440,1745296,1744872,1744512,
1747496,1747072,1746712,1746272,1747568,1747784,1747144,1746784,1746424,1747640,1747216,1746856,1746496,1747712,1747352,1746928,1746568,1747424,1747000,1746640,
1748456,1748032,1747672,1747232,1748528,1748744,1748104,1747744,1747384,1748600,1748176,1747816,1747456,1748672,1748312,1747888,1747528,1748384,1747960,1747600,
1749416,1748992,1748632,1748192,1749488,1749704,1749064,1748704,1748344,1749560,1749136,1748776,1748416,1749632,1749272,1748848,1748488,1749344,1748920,1748560,
